ORF_A	ORF_B	Gene_A	Gene_B 
YDL175C	YPL093W	AIR2	NOG1 
YML131W	YPL240C	YML131W	HSP82 
YCR051W	YER184C	YCR051W	YER184C 
YGR067C	YOL116W	YGR067C	MSN1 
YJL185C	YPL018W	YJL185C	CTF19 
YJL185C	YOR127W	YJL185C	RGA1 
YJL185C	YJL185C	YJL185C	YJL185C 
YER071C	YIR003W	YER071C	AIM21 
YOR063W	YPR154W	RPL3	PIN3 
YIR002C	YOL034W	MPH1	SMC5 
YPL076W	YPL076W	GPI2	GPI2 
YPL076W	YPL264C	GPI2	YPL264C 
YPL076W	YPR028W	GPI2	YOP1 
YMR294W	YPL174C	JNM1	NIP100 
YMR294W	YOL069W	JNM1	NUF2 
YML110C	YNL263C	COQ5	YIF1 
YML110C	YMR071C	COQ5	TVP18 
YLR288C	YMR159C	MEC3	ATG16 
YLR288C	YOR368W	MEC3	RAD17 
YLR288C	YLR288C	MEC3	MEC3 
YLR288C	YPL194W	MEC3	DDC1 
YJL093C	YNL121C	TOK1	TOM70 
YJL093C	YJL093C	TOK1	TOK1 
YNR069C	YNR069C	BSC5	BSC5 
YCR057C	YGR154C	PWP2	GTO1 
YJL160C	YJL160C	YJL160C	YJL160C 
YBR287W	YBR287W	YBR287W	YBR287W 
YDR356W	YLR212C	SPC110	TUB4 
YDR356W	YHR172W	SPC110	SPC97 
YDR356W	YKL042W	SPC110	SPC42 
YDR356W	YDR356W	SPC110	SPC110 
YDR356W	YNL126W	SPC110	SPC98 
YDR356W	YNL225C	SPC110	CNM67 
YDR356W	YPL124W	SPC110	SPC29 
YJR083C	YPL240C	ACF4	HSP82 
YJR083C	YLR191W	ACF4	PEX13 
YJR083C	YJR083C	ACF4	ACF4 
YDR291W	YDR291W	HRQ1	HRQ1 
YDR291W	YJL020C	HRQ1	BBC1 
YGR239C	YLR191W	PEX21	PEX13 
YGR239C	YIL160C	PEX21	POT1 
YGR239C	YMR267W	PEX21	PPA2 
YER031C	YNL234W	YPT31	YNL234W 
YER031C	YNR003C	YPT31	RPC34 
YER031C	YGR172C	YPT31	YIP1 
YER031C	YNL044W	YPT31	YIP3 
YER031C	YOR326W	YPT31	MYO2 
YER031C	YPL192C	YPT31	PRM3 
YER031C	YOR036W	YPT31	PEP12 
YER031C	YPL240C	YPT31	HSP82 
YER031C	YER136W	YPT31	GDI1 
YER031C	YNL146W	YPT31	YNL146W 
YER031C	YER031C	YPT31	YPT31 
YER031C	YPL244C	YPT31	HUT1 
YER031C	YNL263C	YPT31	YIF1 
YER031C	YOR370C	YPT31	MRS6 
YER031C	YJL099W	YPT31	CHS6 
YER031C	YKR030W	YPT31	GMH1 
YOR006C	YOR006C	TSR3	TSR3 
YGR153W	YMR055C	YGR153W	BUB2 
YER168C	YPL022W	CCA1	RAD1 
YJL151C	YJL151C	SNA3	SNA3 
YJL151C	YMR079W	SNA3	SEC14 
YJL151C	YNL204C	SNA3	SPS18 
YJL151C	YOR181W	SNA3	LAS17 
YJL151C	YML097C	SNA3	VPS9 
YOR332W	YPL240C	VMA4	HSP82 
YOR332W	YOR332W	VMA4	VMA4 
YOR332W	YPR036W	VMA4	VMA13 
YMR181C	YMR181C	YMR181C	YMR181C 
YMR181C	YPR105C	YMR181C	COG4 
YDL042C	YLR442C	SIR2	SIR3 
YDL042C	YNL030W	SIR2	HHF2 
YDL042C	YFR028C	SIR2	CDC14 
YDL042C	YDL042C	SIR2	SIR2 
YDL042C	YDR227W	SIR2	SIR4 
YDL042C	YIL150C	SIR2	MCM10 
YDL042C	YJL076W	SIR2	NET1 
YDL042C	YDR363W	SIR2	ESC2 
YDL042C	YPL240C	SIR2	HSP82 
YDL042C	YNL031C	SIR2	HHT2 
YKR022C	YLR424W	NTR2	SPP382 
YKR022C	YKR022C	NTR2	NTR2 
YMR318C	YMR318C	ADH6	ADH6 
YGL078C	YGL078C	DBP3	DBP3 
YIL065C	YKR036C	FIS1	CAF4 
YIL065C	YLR292C	FIS1	SEC72 
YIL065C	YLR321C	FIS1	SFH1 
YIL065C	YIL065C	FIS1	FIS1 
YIL065C	YJR091C	FIS1	JSN1 
YIL065C	YJL112W	FIS1	MDV1 
YKL201C	YKL201C	MNN4	MNN4 
YBL033C	YBL033C	RIB1	RIB1 
YHR102W	YMR032W	KIC1	HOF1 
YHR102W	YKR086W	KIC1	PRP16 
YHR102W	YLR113W	KIC1	HOG1 
YHR102W	YKL189W	KIC1	HYM1 
YHR102W	YOR353C	KIC1	SOG2 
YHR102W	YHR102W	KIC1	KIC1 
YLR245C	YLR245C	CDD1	CDD1 
YLR245C	YLR291C	CDD1	GCD7 
YLR245C	YPL070W	CDD1	MUK1 
YLR245C	YOL111C	CDD1	MDY2 
YLR245C	YNL288W	CDD1	CAF40 
YLR245C	YNL189W	CDD1	SRP1 
YGL216W	YPL158C	KIP3	AIM44 
YGL216W	YPL075W	KIP3	GCR1 
YGL216W	YGL216W	KIP3	KIP3 
YGL216W	YMR233W	KIP3	TRI1 
YGL216W	YGL254W	KIP3	FZF1 
YGL216W	YOL028C	KIP3	YAP7 
YGL216W	YGR223C	KIP3	HSV2 
YGL216W	YPR022C	KIP3	YPR022C 
YNL100W	YPL240C	AIM37	HSP82 
YNL100W	YOR391C	AIM37	HSP33 
YNL288W	YOR095C	CAF40	RKI1 
YNL288W	YOR284W	CAF40	HUA2 
YNL288W	YNR052C	CAF40	POP2 
YER132C	YFR024CA	PMD1	LSB3 
YER132C	YLR310C	PMD1	CDC25 
YJL008C	YJL008C	CCT8	CCT8 
YHR202W	YKL012W	YHR202W	PRP40 
YHR094C	YPL240C	HXT1	HSP82 
YHR094C	YML048W	HXT1	GSF2 
YHR094C	YJL012C	HXT1	VTC4 
YHR094C	YHR094C	HXT1	HXT1 
YHR094C	YLL006W	HXT1	MMM1 
YHR094C	YKL065C	HXT1	YET1 
YHR094C	YLR372W	HXT1	SUR4 
YNL318C	YNL318C	HXT14	HXT14 
YEL017CA	YPR079W	PMP2	MRL1 
YEL017CA	YLR292C	PMP2	SEC72 
YEL017CA	YKL154W	PMP2	SRP102 
YEL017CA	YGL200C	PMP2	EMP24 
YEL017CA	YNL194C	PMP2	YNL194C 
YEL017CA	YGR060W	PMP2	ERG25 
YEL017CA	YGR284C	PMP2	ERV29 
YEL017CA	YLR372W	PMP2	SUR4 
YEL017CA	YJL117W	PMP2	PHO86 
YEL017CA	YJR117W	PMP2	STE24 
YEL017CA	YJL108C	PMP2	PRM10 
YEL017CA	YPL227C	PMP2	ALG5 
YEL017CA	YLR083C	PMP2	EMP70 
YEL017CA	YML048W	PMP2	GSF2 
YEL017CA	YMR299C	PMP2	DYN3 
YEL017CA	YOL018C	PMP2	TLG2 
YEL017CA	YHL042W	PMP2	YHL042W 
YEL017CA	YNL308C	PMP2	KRI1 
YEL017CA	YLL023C	PMP2	POM33 
YEL017CA	YEL017CA	PMP2	PMP2 
YEL017CA	YER005W	PMP2	YND1 
YDR276C	YLL061W	PMP3	MMP1 
YDR276C	YOR211C	PMP3	MGM1 
YDR276C	YJR010CA	PMP3	SPC1 
YDR276C	YEL002C	PMP3	WBP1 
YDR276C	YDR307W	PMP3	YDR307W 
YDR276C	YKL212W	PMP3	SAC1 
YDR276C	YLR241W	PMP3	YLR241W 
YDR276C	YMR149W	PMP3	SWP1 
YDR276C	YDR276C	PMP3	PMP3 
YDR276C	YJL117W	PMP3	PHO86 
YDR276C	YDR331W	PMP3	GPI8 
YHR165C	YIR004W	PRP8	DJP1 
YHR165C	YMR109W	PRP8	MYO5 
YHR165C	YKL152C	PRP8	GPM1 
YHR165C	YKL173W	PRP8	SNU114 
YHR165C	YKL129C	PRP8	MYO3 
YHR165C	YHR165C	PRP8	PRP8 
YLL014W	YML029W	EMC6	USA1 
YLL056C	YLL056C	YLL056C	YLL056C 
YNR026C	YNR026C	SEC12	SEC12 
YBL013W	YBR160W	FMT1	CDC28 
YBL013W	YBL013W	FMT1	FMT1 
YER060WA	YOL132W	FCY22	GAS4 
YGR122W	YML099C	YGR122W	ARG81 
YGR122W	YLR025W	YGR122W	SNF7 
YGR122W	YGR122W	YGR122W	YGR122W 
YOR302W	YOR302W	YOR302W	YOR302W 
YGR221C	YGR221C	TOS2	TOS2 
YLL018C	YPL240C	DPS1	HSP82 
YLL018C	YLL018C	DPS1	DPS1 
YLL018C	YLR310C	DPS1	CDC25 
YDR295C	YDR295C	HDA2	HDA2 
YDR295C	YMR117C	HDA2	SPC24 
YDR295C	YGL086W	HDA2	MAD1 
YDR295C	YKL138CA	HDA2	HSK3 
YDR295C	YLR131C	HDA2	ACE2 
YDR295C	YNL250W	HDA2	RAD50 
YDR295C	YJR112W	HDA2	NNF1 
YDR295C	YOL069W	HDA2	NUF2 
YHR140W	YPL076W	YHR140W	GPI2 
YHR140W	YMR058W	YHR140W	FET3 
YHR140W	YLL028W	YHR140W	TPO1 
YHR140W	YMR215W	YHR140W	GAS3 
YHR140W	YPL264C	YHR140W	YPL264C 
YHR140W	YKL154W	YHR140W	SRP102 
YHR140W	YLR018C	YHR140W	POM34 
YHR140W	YJL196C	YHR140W	ELO1 
YHR140W	YMR279C	YHR140W	YMR279C 
YHR140W	YNL044W	YHR140W	YIP3 
YHR140W	YLR343W	YHR140W	GAS2 
YHR140W	YKL065C	YHR140W	YET1 
YHR140W	YIR038C	YHR140W	GTT1 
YHR140W	YLR372W	YHR140W	SUR4 
YHR140W	YIL023C	YHR140W	YKE4 
YHR140W	YPR156C	YHR140W	TPO3 
YHR140W	YOR254C	YHR140W	SEC63 
YHR140W	YJL117W	YHR140W	PHO86 
YHR140W	YPR028W	YHR140W	YOP1 
YHR140W	YJR117W	YHR140W	STE24 
YHR140W	YHR140W	YHR140W	YHR140W 
YHR140W	YPL227C	YHR140W	ALG5 
YHR140W	YOR016C	YHR140W	ERP4 
YHR140W	YML048W	YHR140W	GSF2 
YHR140W	YOL132W	YHR140W	GAS4 
YHR140W	YPR192W	YHR140W	AQY1 
YHR140W	YNL101W	YHR140W	AVT4 
YHR140W	YOL003C	YHR140W	PFA4 
YHR140W	YKL006CA	YHR140W	SFT1 
YHR140W	YJL214W	YHR140W	HXT8 
YHR140W	YIL016W	YHR140W	SNL1 
YHR140W	YNL048W	YHR140W	ALG11 
YHR140W	YIL114C	YHR140W	POR2 
YDR382W	YDR382W	RPP2B	RPP2B 
YDR495C	YMR231W	VPS3	PEP5 
YDR495C	YOR089C	VPS3	VPS21 
YNL102W	YNL102W	POL1	POL1 
YNL102W	YPR135W	POL1	CTF4 
YOL129W	YOL129W	VPS68	VPS68 
YLR259C	YPL240C	HSP60	HSP82 
YLR259C	YOR020C	HSP60	HSP10 
YOR229W	YPL240C	WTM2	HSP82 
YOR229W	YOR230W	WTM2	WTM1 
YOR229W	YOR229W	WTM2	WTM2 
YOR229W	YOR283W	WTM2	YOR283W 
YPL042C	YPL042C	SSN3	SSN3 
YPL042C	YPL248C	SSN3	GAL4 
YJL133W	YJL133W	MRS3	MRS3 
YCL040W	YML099C	GLK1	ARG81 
YCL040W	YJL071W	GLK1	ARG2 
YCL040W	YCL040W	GLK1	GLK1 
YDL146W	YHR114W	LDB17	BZZ1 
YDL146W	YFR024CA	LDB17	LSB3 
YDL146W	YHR016C	LDB17	YSC84 
YDL146W	YKL070W	LDB17	YKL070W 
YDL146W	YDL146W	LDB17	LDB17 
YPL145C	YPL145C	KES1	KES1 
YDR100W	YPL218W	TVP15	SAR1 
YDR100W	YPL094C	TVP15	SEC62 
YDR100W	YNL315C	TVP15	ATP11 
YDR100W	YOR109W	TVP15	INP53 
YDR100W	YMR024W	TVP15	MRPL3 
YDR100W	YLR393W	TVP15	ATP10 
YDR100W	YML110C	TVP15	COQ5 
YDR100W	YML029W	TVP15	USA1 
YDR100W	YHR105W	TVP15	YPT35 
YDR100W	YGR177C	TVP15	ATF2 
YDR100W	YFR024CA	TVP15	LSB3 
YDR100W	YPL020C	TVP15	ULP1 
YDR100W	YMR079W	TVP15	SEC14 
YDR100W	YPL135W	TVP15	ISU1 
YDR100W	YDR100W	TVP15	TVP15 
YDR100W	YPR174C	TVP15	YPR174C 
YDR100W	YPL095C	TVP15	EEB1 
YDR100W	YPL100W	TVP15	ATG21 
YDR100W	YDR479C	TVP15	PEX29 
YDR100W	YHR016C	TVP15	YSC84 
YDR100W	YER101C	TVP15	AST2 
YDR100W	YJL104W	TVP15	PAM16 
YDR100W	YNL204C	TVP15	SPS18 
YDR100W	YGR223C	TVP15	HSV2 
YDR100W	YLR108C	TVP15	YLR108C 
YBR186W	YLR032W	PCH2	RAD5 
YBR186W	YBR261C	PCH2	TAE1 
YLR133W	YLR133W	CKI1	CKI1 
YMR189W	YMR189W	GCV2	GCV2 
YDL105W	YHR216W	NSE4	IMD2 
YDL105W	YOL034W	NSE4	SMC5 
YDL105W	YLR216C	NSE4	CPR6 
YDL105W	YMR186W	NSE4	HSC82 
YDL105W	YDR288W	NSE4	NSE3 
YDL105W	YDL105W	NSE4	NSE4 
YDL105W	YNR031C	NSE4	SSK2 
YDL105W	YOR027W	NSE4	STI1 
YDR111C	YKL138CA	ALT2	HSK3 
YCL029C	YCL029C	BIK1	BIK1 
YCL029C	YPL124W	BIK1	SPC29 
YCL029C	YPL155C	BIK1	KIP2 
YCL029C	YLR045C	BIK1	STU2 
YCL029C	YER016W	BIK1	BIM1 
YDR172W	YDR172W	SUP35	SUP35 
YDR172W	YER165W	SUP35	PAB1 
YPL064C	YPL064C	CWC27	CWC27 
YDL230W	YIL030C	PTP1	SSM4 
YDL230W	YPR152C	PTP1	URN1 
YDL230W	YFL010C	PTP1	WWM1 
YDL230W	YER125W	PTP1	RSP5 
YDL230W	YNL106C	PTP1	INP52 
YDL230W	YKL012W	PTP1	PRP40 
YGL051W	YPL076W	MST27	GPI2 
YGL051W	YMR058W	MST27	FET3 
YGL051W	YLL028W	MST27	TPO1 
YGL051W	YHL048W	MST27	COS8 
YGL051W	YPL264C	MST27	YPL264C 
YGL051W	YGL200C	MST27	EMP24 
YGL051W	YPR198W	MST27	SGE1 
YGL051W	YGR295C	MST27	COS6 
YGL051W	YGR060W	MST27	ERG25 
YGL051W	YKL146W	MST27	AVT3 
YGL051W	YMR011W	MST27	HXT2 
YGL051W	YGL051W	MST27	MST27 
YGL051W	YMR149W	MST27	SWP1 
YGL051W	YLR004C	MST27	THI73 
YGL051W	YGL129C	MST27	RSM23 
YGL051W	YPR156C	MST27	TPO3 
YGL051W	YML018C	MST27	YML018C 
YGL051W	YKL174C	MST27	TPO5 
YGL051W	YGR260W	MST27	TNA1 
YGL051W	YHR140W	MST27	YHR140W 
YGL051W	YKR039W	MST27	GAP1 
YGL051W	YNL101W	MST27	AVT4 
YGL051W	YIL120W	MST27	QDR1 
YJL005W	YNL138W	CYR1	SRV2 
YDR103W	YDR103W	STE5	STE5 
YDR103W	YOR212W	STE5	STE4 
YDR103W	YLR362W	STE5	STE11 
YDR103W	YGR040W	STE5	KSS1 
YJR006W	YJR043C	POL31	POL32 
YJL115W	YMR200W	ASF1	ROT1 
YJL115W	YNL031C	ASF1	HHT2 
YJL115W	YOR213C	ASF1	SAS5 
YJL115W	YLL002W	ASF1	RTT109 
YJL115W	YJL115W	ASF1	ASF1 
YJL115W	YPL153C	ASF1	RAD53 
YJL115W	YMR127C	ASF1	SAS2 
YLR044C	YLR044C	PDC1	PDC1 
YDR386W	YPR119W	MUS81	CLB2 
YDR386W	YNL024C	MUS81	YNL024C 
YDR386W	YER112W	MUS81	LSM4 
YDR386W	YJL020C	MUS81	BBC1 
YDR386W	YDR386W	MUS81	MUS81 
YJL099W	YLR330W	CHS6	CHS5 
YJL099W	YJL099W	CHS6	CHS6 
YJL099W	YMR237W	CHS6	BCH1 
YJL099W	YPL242C	CHS6	IQG1 
YLR262C	YNL293W	YPT6	MSB3 
YLR262C	YNL041C	YPT6	COG6 
YLR262C	YOR370C	YPT6	MRS6 
YLR262C	YPL192C	YPT6	PRM3 
YDR034CC	YER125W	YDR034CC	RSP5 
YNL333W	YNL334C	SNZ2	SNO2 
YNL333W	YNL333W	SNZ2	SNZ2 
YFR010W	YHL030W	UBP6	ECM29 
YJR046W	YMR111C	TAH11	YMR111C 
YPR103W	YPR103W	PRE2	PRE2 
YML105C	YPR088C	SEC65	SRP54 
YML105C	YPL243W	SEC65	SRP68 
YDL245C	YDL245C	HXT15	HXT15 
YDL245C	YHR096C	HXT15	HXT5 
YDL245C	YJR160C	HXT15	MPH3 
YDL245C	YNL121C	HXT15	TOM70 
YDL245C	YDL247W	HXT15	MPH2 
YKL035W	YPL240C	UGP1	HSP82 
YKL035W	YKL035W	UGP1	UGP1 
YMR056C	YMR056C	AAC1	AAC1 
YMR056C	YNR056C	AAC1	BIO5 
YLR115W	YLR277C	CFT2	YSH1 
YOR373W	YOR373W	NUD1	NUD1 
YAR035W	YER024W	YAT1	YAT2 
YBR081C	YDR448W	SPT7	ADA2 
YBR081C	YBR198C	SPT7	TAF5 
YBR081C	YGR252W	SPT7	GCN5 
YBR081C	YPL254W	SPT7	HFI1 
YBR081C	YDR176W	SPT7	NGG1 
YBR081C	YMR236W	SPT7	TAF9 
YBR081C	YDR392W	SPT7	SPT3 
YBR081C	YDR167W	SPT7	TAF10 
YBR081C	YHR099W	SPT7	TRA1 
YNR022C	YPR119W	MRPL50	CLB2 
YAR002CA	YML012W	ERP1	ERV25 
YAR002CA	YGL200C	ERP1	EMP24 
YPL186C	YPL240C	UIP4	HSP82 
YBL084C	YOR249C	CDC27	APC5 
YBL084C	YML099C	CDC27	ARG81 
YBL084C	YBL084C	CDC27	CDC27 
YBL084C	YKL022C	CDC27	CDC16 
YBL084C	YDL030W	CDC27	PRP9 
